Article_Url,Truth_Rating
https://abcnews.go.com/US/george-floyd-protest-updates-north-dakota-national-guard/story?id=71084412,mostly true
https://abcnews.go.com/Politics/15-dreamer-protesters-arrested-capitol-hill/story?id=51045291,mostly true
https://abcnews.go.com/US/leader-standing-rock-sioux-tribe-calls-obama-halt/story?id=43690859,mostly true
https://abcnews.go.com/US/baltimore-riot-scenes-hope-amid-despair/story?id=30671957,mostly true
https://abcnews.go.com/International/thousands-streets-beirut-wake-hellish-explosion/story?id=72256848,mostly true
https://abcnews.go.com/International/palestinians-stage-protests-border-israel/story?id=54620577,mostly true
https://abcnews.go.com/ABC_Univision/Politics/immigration-reform-rally-matter/story?id=18906914,mostly true
https://abcnews.go.com/US/arrests-made-minneapolis-black-lives-matter-protest-shooting/story?id=35396233,mostly true
https://abcnews.go.com/US/grader-channels-civil-rights-heroes-walk-class-protest/story?id=54628294,mostly true
https://abcnews.go.com/Business/fast-food-protesters-demand-higher-pay/story?id=20106013,mostly true
https://abcnews.go.com/Politics/trumps-remarks-melee-charlottesville/story?id=49205629,mostly true
https://abcnews.go.com/US/65-arrested-police-brutality-protest-baltimore/story?id=40643073,mostly true
https://abcnews.go.com/International/amnesty-international-accuses-hong-kong-police-beating-torturing/story?id=65748491,mostly true
https://abcnews.go.com/International/hong-kong-student-leader-optimistic-government-deadline-clear/story?id=25978457,mostly true
https://abcnews.go.com/International/standoff-belarus-escorts-1000-migrants-border-poland/story?id=81044519,mostly true
https://abcnews.go.com/ABCNews/lukashenko-merkel-discuss-belarus-poland-migrant-crisis-hopes/story?id=81240721,mostly true
https://abcnews.go.com/International/migrants-stranded-belarus-border-standoff-polish-police/story?id=81177901,mostly true
https://abcnews.go.com/International/glow-dark-bicycle-path-unveiled-rural-polish-town/story?id=42623884,mostly true
https://abcnews.go.com/International/trapped-woods-belarus-accused-migrants-weapons/story?id=80579382,mostly true
https://abcnews.go.com/International/eu-turmoil-poland-hungary-block-coronavirus-relief-plan/story?id=74242040,mostly true
https://abcnews.go.com/International/afghan-migrants-trapped-weeks-woods-poland-belarus-standoff/story?id=79741676,mostly true
https://abcnews.go.com/International/historians-ordered-apologize-controversial-polish-holocaust-libel-case/story?id=75776614,mostly true
https://abcnews.go.com/Politics/polish-presidents-white-house-visit-raises-questions-us/story?id=71414658,mostly true
https://abcnews.go.com/International/roll-dracula-vampire-cemetery-found-poland/story?id=19739673,mostly true
https://abcnews.go.com/International/radar-image-deathbed-confession-solve-nazi-treasure-train/story?id=33390004,mostly true
https://abcnews.go.com/International/polands-abortion-law-triggers-broader-discontent-women-lead/story?id=73853693,mostly true
https://abcnews.go.com/US/mother-man-fatally-shot-chicago-police-speaks/story?id=43363153,mostly true
https://abcnews.go.com/US/thousands-protest-nationwide-greater-good-humanity-police-shootings/story?id=40455394,mostly true
https://abcnews.go.com/US/powerful-mannequin-challenge-video-focused-police-brutality-viral/story?id=43469138,mostly true
https://abcnews.go.com/US/presence-gun-disarm-keith-lamont-scott-legal-experts/story?id=42362012,mostly true
https://abcnews.go.com/US/young-girls-emotional-council-speech-laments-shame-fatal/story?id=42389939,mostly true
https://abcnews.go.com/US/clown-lives-matter-march-canceled-death-threats/story?id=42805927,mostly true
https://abcnews.go.com/Politics/sandra-blands-heartbreaking-death-matters-hillary-clinton/story?id=32641260,mostly true
https://abcnews.go.com/US/video-resident-confronted-white-couple-stenciling-black-lives/story?id=71246535,mostly true
https://abcnews.go.com/US/thousands-seattle-teachers-wear-black-lives-matter-shirts/story?id=42938842,mostly true
https://abcnews.go.com/US/kyle-rittenhouse-takes-witness-stand-homicide-trial/story?id=81084595,mostly true
https://abcnews.go.com/US/prosecution-rests-case-homicide-trial-kyle-rittenhouse/story?id=81053137,mostly true
https://abcnews.go.com/US/kyle-rittenhouse-homicide-trial-key-takeaways-day/story?id=81034238,mostly true
https://abcnews.go.com/US/jury-reaches-verdict-kyle-rittenhouse-homicide-trial/story?id=81108654,mostly true
https://abcnews.go.com/US/kyle-rittenhouse-acquittal-sparks-protests-us/story?id=81299021,mostly true
https://abcnews.go.com/US/long-strange-trip-kyle-rittenhouses-trial/story?id=81252646,mostly true
https://abcnews.go.com/US/kyle-rittenhouse-trial-ahmaud-arbery-case-expected-hinge/story?id=80687642,mostly true
https://abcnews.go.com/US/judges-arbery-rittenhouse-cases-frustrated-work-maintain-fair/story?id=81108635,mostly true
https://abcnews.go.com/US/judge-rejects-request-increase-kyle-rittenhouses-bond-issue/story?id=75826914,mostly true
https://abcnews.go.com/US/authorities-prepare-verdict-murder-trial-kyle-rittenhouse/story?id=81151785,mostly true
https://abcnews.go.com/US/kyle-rittenhouse-illinois-teen-allegedly-killed-protesters-makes/story?id=77825979,mostly true
https://abcnews.go.com/US/controversial-attorney-withdraws-kyle-rittenhouse-criminal-case-launches/story?id=74545504,mostly true
https://abcnews.go.com/US/unresponsive-lawyer-jan-defendants-leaves-cases-standstill-prosecutors/story?id=79736173,mostly true
https://abcnews.go.com/US/kyle-rittenhouse-extradition-dangerous-due-political-climate-lawyers/story?id=73520336,mostly true
https://abcnews.go.com/US/timeline-alleged-wisconsin-protest-shooters-path/story?id=72651587,mostly true
https://abcnews.go.com/US/extradition-hearing-alleged-kenosha-gunman-kyle-rittenhouse-set/story?id=72676261,mostly true
https://abcnews.go.com/International/germany-austria-covid-cases-rise-unvaccinated-population/story?id=81406703,mostly true
https://abcnews.go.com/International/refugees-waiting-part-journey/story?id=33568339,mostly true
https://abcnews.go.com/Politics/clinton-foundation-close-overseas-fundraising-branches-hillary-clinton/story?id=41830134,mostly true
https://abcnews.go.com/International/europe-battles-wildfires-amid-massive-heat-wave/story?id=57081024,mostly true
https://abcnews.go.com/International/belgium-hotbed-terror-europe/story?id=37843062,mostly true
https://abcnews.go.com/International/massive-cyberattack-strikes-europe/story?id=48303592,mostly true
https://abcnews.go.com/International/europe-high-alert-terror-sweeps/story?id=28292572,mostly true
https://abcnews.go.com/US/mississippi-governor-plans-holiday-parties-covid-19-cases/story?id=74623639,mostly true
https://abcnews.go.com/US/losing-father-dementia-amid-covid-photos/story?id=73473573,mostly true
https://abcnews.go.com/Business/employers-add-379000-jobs-month-pushing-unemployment-rate/story?id=76249823,mostly true
https://abcnews.go.com/Politics/inflation-concerns-mount-republicans-democrats-odds-build-back/story?id=81422341,mostly true
https://abcnews.go.com/US/inflation-supply-chain-issues-add-americans-struggles-thanksgiving/story?id=81299251,mostly true
https://abcnews.go.com/Politics/biden-visit-baltimore-port-amid-supply-chain-inflation/story?id=81063084,mostly true
https://abcnews.go.com/Business/tips-silver-bullet-fighting-inflation/story?id=21175208,mostly true
https://abcnews.go.com/Business/consumer-prices-soar-62-october-largest-jump-november/story?id=81059448,mostly true
https://abcnews.go.com/Politics/biden-nominates-federal-reserve-chair-jerome-powell-term/story?id=81327136,mostly true
https://abcnews.go.com/Business/americans-inflation-hits-30-year-high/story?id=81110162,mostly true
https://abcnews.go.com/Business/shrinkflation-avoid-sneaky-price-hikes/story?id=78148357,mostly true
https://abcnews.go.com/Business/good-debt-bad-debt-difference/story?id=22343162,mostly true
https://abcnews.go.com/Politics/release-us-strategic-oil-reserve-affect-gas-prices/story?id=81350859,mostly true
https://abcnews.go.com/International/venezuelan-opposition-holds-massive-protest-demand-recall-vote/story?id=41797353,mostly true
https://abcnews.go.com/International/currency-affect-inflation-iranian-officials/story?id=70508482,mostly true
https://abcnews.go.com/Business/top-tips-investing-bonds/story?id=18294294,mostly true
https://abcnews.go.com/Business/dow-sinks-700-points-delta-variant-stokes-fears/story?id=78925185,mostly true
https://abcnews.go.com/Business/amazon-starbucks-team-cashier-cafe-york-city/story?id=81252661,mostly true
https://abcnews.go.com/Politics/harris-shes-underused-insists-things/story?id=81234331,mostly true
https://abcnews.go.com/Health/live-updates/coronavirus/?id=81441585,mostly true
https://abcnews.go.com/US/jeffrey-epstein-associate-ghislaine-maxwell-trial-begins-key/story?id=81451849,mostly true
https://abcnews.go.com/Politics/wireStory/florida-us-rep-carrie-meek-dies-95-81436841,mostly true
https://abcnews.go.com/Politics/rep-ilhan-omar-issues-statement-speaking-rep-lauren/story?id=81449896,mostly true
https://abcnews.go.com/International/wireStory/pundit-launch-campaign-french-presidency-81462630,mostly true
https://abcnews.go.com/Sports/wireStory/eu-verifiable-proof-chinese-tennis-player-safe-81465946,mostly true
