account_id,post_id,Category,Page,Post URL,Date Published,Post Type,Rating,Debate,share_count,reaction_count,comment_count
62317591679,10153861408771680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861408771680,2016-09-26,video,mostly true,yes,23,329,109
62317591679,10153861412181680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861412181680,2016-09-26,link,mostly true,yes,995,9263,554
62317591679,10153861418036680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861418036680,2016-09-26,video,mostly true,yes,9,260,126
62317591679,10153861424486680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861424486680,2016-09-26,video,mostly true,yes,85,1095,160
62317591679,10153861428366680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861428366680,2016-09-26,video,mostly true,yes,18,407,145
62317591679,10153861433056680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861433056680,2016-09-26,video,mostly true,yes,37,315,160
62317591679,10153861433151680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861433151680,2016-09-26,link,mostly true,yes,40,623,96
62317591679,10153861443696680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861443696680,2016-09-26,video,mostly true,yes,509,2292,202
62317591679,10153861455846680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861455846680,2016-09-26,video,mostly true,yes,25,428,54
62317591679,10153861460191680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861460191680,2016-09-26,link,mostly true,yes,7,162,26
62317591679,10153861463721680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861463721680,2016-09-26,video,mostly true,yes,77,416,155
62317591679,10153861466546680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861466546680,2016-09-26,video,mostly true,yes,6857,28505,1636
62317591679,10153861478296680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861478296680,2016-09-26,video,mostly true,yes,48,536,215
62317591679,10153861481676680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861481676680,2016-09-26,link,mostly true,yes,1849,2352,181
62317591679,10153861491796680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861491796680,2016-09-26,video,mostly true,yes,91,1294,141
62317591679,10153861497961680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861497961680,2016-09-26,video,mostly true,yes,24,321,73
62317591679,10153861505681680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861505681680,2016-09-26,video,mostly true,yes,337,1519,473
62317591679,10153861514556680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861514556680,2016-09-26,link,mostly true,yes,22,325,78
62317591679,10153861517486680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861517486680,2016-09-26,video,mostly true,yes,65,554,189
62317591679,10153861524821680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861524821680,2016-09-26,video,mostly true,yes,34,457,132
62317591679,10153861531351680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861531351680,2016-09-26,video,mostly true,yes,190,2014,369
62317591679,10153861538176680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861538176680,2016-09-26,link,mostly true,yes,774,3586,208
62317591679,10153861547981680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861547981680,2016-09-26,video,mostly true,yes,117,1229,120
62317591679,10153861561656680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861561656680,2016-09-26,video,mostly true,yes,576,2749,427
62317591679,10153861562716680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861562716680,2016-09-26,link,mostly true,yes,48,394,109
62317591679,10153861564756680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861564756680,2016-09-26,video,mostly true,yes,50,464,114
62317591679,10153861566101680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861566101680,2016-09-26,video,mostly true,yes,33,161,69
62317591679,10153861587156680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861587156680,2016-09-26,link,mostly true,yes,164,1988,163
62317591679,10153861603201680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861603201680,2016-09-26,link,mostly true,yes,217,1836,165
62317591679,10153861620116680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861620116680,2016-09-26,link,mostly true,yes,108,816,524
62317591679,10153861646446680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861646446680,2016-09-26,link,mostly true,yes,212,4119,188
62317591679,10153861663116680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861663116680,2016-09-26,link,mostly true,yes,86,1460,160
62317591679,10153861687866680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861687866680,2016-09-26,link,mostly true,yes,12,183,81
62317591679,10153861700111680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861700111680,2016-09-26,video,mostly true,yes,584,1201,197
62317591679,10153861704281680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861704281680,2016-09-26,link,mostly true,yes,25,250,165
62317591679,10153861731201680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861731201680,2016-09-27,link,mostly true,yes,325,1928,132
62317591679,10153861753366680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861753366680,2016-09-27,link,mostly true,yes,37,489,246
62317591679,10153861784371680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861784371680,2016-09-27,link,mostly true,yes,2197,5176,1521
62317591679,10153861814501680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861814501680,2016-09-27,link,mostly true,yes,13,195,69
62317591679,10153861840366680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861840366680,2016-09-27,link,mostly true,yes,478,2215,220
62317591679,10153861868021680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861868021680,2016-09-27,link,mostly true,yes,189,1394,159
62317591679,10153861897266680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861897266680,2016-09-27,link,mostly true,yes,187,1974,183
62317591679,10153861921176680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861921176680,2016-09-27,link,mostly true,yes,10,112,30
62317591679,10153861921181680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861921181680,2016-09-27,link,mostly true,yes,27,377,305
62317591679,10153861933236680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861933236680,2016-09-27,link,mostly true,yes,18,621,65
62317591679,10153861942616680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861942616680,2016-09-27,link,mostly true,yes,1579,5525,1419
62317591679,10153861954621680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861954621680,2016-09-27,link,mostly true,yes,96,807,208
62317591679,10153861964436680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861964436680,2016-09-27,link,mostly true,yes,50,827,86
62317591679,10153861964766680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861964766680,2016-09-27,link,mostly true,yes,5,122,34
62317591679,10153861973831680,mainstream,Politico,https://www.facebook.com/politico/posts/10153861973831680,2016-09-27,link,mostly true,yes,35,255,49
62317591679,10153862007651680,mainstream,Politico,https://www.facebook.com/politico/posts/10153862007651680,2016-09-27,link,mostly true,yes,177,1397,133
62317591679,10153862032416680,mainstream,Politico,https://www.facebook.com/politico/posts/10153862032416680,2016-09-27,link,mostly true,yes,965,10414,551
62317591679,10153862089056680,mainstream,Politico,https://www.facebook.com/politico/posts/10153862089056680,2016-09-27,link,mostly true,yes,9,255,27
62317591679,10153862113791680,mainstream,Politico,https://www.facebook.com/politico/posts/10153862113791680,2016-09-27,link,mostly true,yes,23,254,103
62317591679,10153862148556680,mainstream,Politico,https://www.facebook.com/politico/posts/10153862148556680,2016-09-27,link,mostly true,yes,19,306,70
62317591679,10153862186506680,mainstream,Politico,https://www.facebook.com/politico/posts/10153862186506680,2016-09-27,link,mostly true,yes,53,362,34
62317591679,10153862234736680,mainstream,Politico,https://www.facebook.com/politico/posts/10153862234736680,2016-09-27,link,mostly true,yes,17,186,203
62317591679,10153862266756680,mainstream,Politico,https://www.facebook.com/politico/posts/10153862266756680,2016-09-27,link,mostly true,yes,41,237,25
62317591679,10153862286261680,mainstream,Politico,https://www.facebook.com/politico/posts/10153862286261680,2016-09-27,link,mostly true,yes,825,1708,404
62317591679,10153862317766680,mainstream,Politico,https://www.facebook.com/politico/posts/10153862317766680,2016-09-27,link,mostly true,yes,37,197,70
62317591679,10153862341241680,mainstream,Politico,https://www.facebook.com/politico/posts/10153862341241680,2016-09-27,link,mostly true,yes,93,770,190
62317591679,10153862364781680,mainstream,Politico,https://www.facebook.com/politico/posts/10153862364781680,2016-09-27,link,mostly true,yes,284,1246,151
62317591679,10153862388511680,mainstream,Politico,https://www.facebook.com/politico/posts/10153862388511680,2016-09-27,link,mostly true,yes,9,208,60
62317591679,10153862413391680,mainstream,Politico,https://www.facebook.com/politico/posts/10153862413391680,2016-09-27,link,mostly true,,18,188,24
62317591679,10153862455101680,mainstream,Politico,https://www.facebook.com/politico/posts/10153862455101680,2016-09-27,link,mostly true,yes,2,31,32
62317591679,10153862477716680,mainstream,Politico,https://www.facebook.com/politico/posts/10153862477716680,2016-09-27,link,mostly true,,5,189,92
62317591679,10153862513936680,mainstream,Politico,https://www.facebook.com/politico/posts/10153862513936680,2016-09-27,link,mostly true,,18,110,13
62317591679,10153862549226680,mainstream,Politico,https://www.facebook.com/politico/posts/10153862549226680,2016-09-27,link,mostly true,yes,22,773,55
62317591679,10153862576261680,mainstream,Politico,https://www.facebook.com/politico/posts/10153862576261680,2016-09-27,link,mostly true,yes,432,2016,723
62317591679,10153862636551680,mainstream,Politico,https://www.facebook.com/politico/posts/10153862636551680,2016-09-27,link,mostly true,yes,101,659,377
62317591679,10153862701901680,mainstream,Politico,https://www.facebook.com/politico/posts/10153862701901680,2016-09-27,link,mostly true,yes,11,150,17
62317591679,10153862749066680,mainstream,Politico,https://www.facebook.com/politico/posts/10153862749066680,2016-09-27,link,mostly true,yes,24,192,55
62317591679,10153862804666680,mainstream,Politico,https://www.facebook.com/politico/posts/10153862804666680,2016-09-27,link,mostly true,yes,129,830,178
62317591679,10153862834566680,mainstream,Politico,https://www.facebook.com/politico/posts/10153862834566680,2016-09-27,link,mostly true,yes,66,534,141
62317591679,10153862857761680,mainstream,Politico,https://www.facebook.com/politico/posts/10153862857761680,2016-09-27,link,mostly true,yes,69,690,432
62317591679,10153862875541680,mainstream,Politico,https://www.facebook.com/politico/posts/10153862875541680,2016-09-27,link,mostly true,yes,75,887,197
62317591679,10153862895056680,mainstream,Politico,https://www.facebook.com/politico/posts/10153862895056680,2016-09-27,link,mostly true,yes,48,978,139
62317591679,10153862918406680,mainstream,Politico,https://www.facebook.com/politico/posts/10153862918406680,2016-09-27,link,mostly true,yes,265,3232,241
62317591679,10153862974566680,mainstream,Politico,https://www.facebook.com/politico/posts/10153862974566680,2016-09-27,link,mostly true,yes,420,3347,1576
62317591679,10153863046216680,mainstream,Politico,https://www.facebook.com/politico/posts/10153863046216680,2016-09-27,link,mostly true,yes,473,2070,1293
62317591679,10153863113156680,mainstream,Politico,https://www.facebook.com/politico/posts/10153863113156680,2016-09-27,link,mostly true,yes,65,1070,153
62317591679,10153863157416680,mainstream,Politico,https://www.facebook.com/politico/posts/10153863157416680,2016-09-27,link,mostly true,yes,13,98,30
62317591679,10153863171886680,mainstream,Politico,https://www.facebook.com/politico/posts/10153863171886680,2016-09-27,video,mostly true,yes,82,468,165
62317591679,10153863209076680,mainstream,Politico,https://www.facebook.com/politico/posts/10153863209076680,2016-09-27,link,mostly true,yes,245,3767,222
62317591679,10153863248021680,mainstream,Politico,https://www.facebook.com/politico/posts/10153863248021680,2016-09-27,link,mostly true,yes,62,1273,79
62317591679,10153863282756680,mainstream,Politico,https://www.facebook.com/politico/posts/10153863282756680,2016-09-27,link,mostly true,yes,29,553,288
62317591679,10153863312421680,mainstream,Politico,https://www.facebook.com/politico/posts/10153863312421680,2016-09-27,link,mostly true,,10,107,34
62317591679,10153863362721680,mainstream,Politico,https://www.facebook.com/politico/posts/10153863362721680,2016-09-27,link,mostly true,yes,30,255,43
62317591679,10153863410716680,mainstream,Politico,https://www.facebook.com/politico/posts/10153863410716680,2016-09-27,link,mostly true,,12,46,19
62317591679,10153863440471680,mainstream,Politico,https://www.facebook.com/politico/posts/10153863440471680,2016-09-27,link,mostly true,yes,51,702,103
62317591679,10153863466766680,mainstream,Politico,https://www.facebook.com/politico/posts/10153863466766680,2016-09-27,link,mostly true,yes,5,163,38
62317591679,10153863493451680,mainstream,Politico,https://www.facebook.com/politico/posts/10153863493451680,2016-09-27,link,mostly true,yes,363,3317,180
62317591679,10153863521071680,mainstream,Politico,https://www.facebook.com/politico/posts/10153863521071680,2016-09-27,link,mostly true,yes,101,1665,108
62317591679,10153863548616680,mainstream,Politico,https://www.facebook.com/politico/posts/10153863548616680,2016-09-27,link,mostly true,yes,53,741,135
62317591679,10153863580491680,mainstream,Politico,https://www.facebook.com/politico/posts/10153863580491680,2016-09-27,link,mostly true,,29,170,55
62317591679,10153863609551680,mainstream,Politico,https://www.facebook.com/politico/posts/10153863609551680,2016-09-27,link,mostly true,,37,415,99
62317591679,10153863647411680,mainstream,Politico,https://www.facebook.com/politico/posts/10153863647411680,2016-09-27,link,mostly true,,7,48,20
62317591679,10153863675936680,mainstream,Politico,https://www.facebook.com/politico/posts/10153863675936680,2016-09-27,link,mostly true,,3,12,1
62317591679,10153863707481680,mainstream,Politico,https://www.facebook.com/politico/posts/10153863707481680,2016-09-27,link,mostly true,,90,1225,186
62317591679,10153863748241680,mainstream,Politico,https://www.facebook.com/politico/posts/10153863748241680,2016-09-27,link,mostly true,yes,64,1441,294
62317591679,10153863757616680,mainstream,Politico,https://www.facebook.com/politico/posts/10153863757616680,2016-09-27,photo,no factual content,,222,1043,39
62317591679,10153863772126680,mainstream,Politico,https://www.facebook.com/politico/posts/10153863772126680,2016-09-27,link,mostly true,,13,210,89
62317591679,10153863798951680,mainstream,Politico,https://www.facebook.com/politico/posts/10153863798951680,2016-09-27,link,mostly true,,7,57,12
62317591679,10153863814371680,mainstream,Politico,https://www.facebook.com/politico/posts/10153863814371680,2016-09-27,link,mostly true,,162,1805,51
62317591679,10153863827486680,mainstream,Politico,https://www.facebook.com/politico/posts/10153863827486680,2016-09-27,link,mostly true,,20,78,34
62317591679,10153863850801680,mainstream,Politico,https://www.facebook.com/politico/posts/10153863850801680,2016-09-27,link,mostly true,yes,133,1198,324
62317591679,10153863870026680,mainstream,Politico,https://www.facebook.com/politico/posts/10153863870026680,2016-09-27,link,mostly true,yes,13,180,115
62317591679,10153863893906680,mainstream,Politico,https://www.facebook.com/politico/posts/10153863893906680,2016-09-27,link,mostly true,yes,3,63,21
62317591679,10153863913971680,mainstream,Politico,https://www.facebook.com/politico/posts/10153863913971680,2016-09-27,link,mostly true,,6,98,25
62317591679,10153863936096680,mainstream,Politico,https://www.facebook.com/politico/posts/10153863936096680,2016-09-27,link,mostly true,,663,5742,456
62317591679,10153863957971680,mainstream,Politico,https://www.facebook.com/politico/posts/10153863957971680,2016-09-27,link,mostly true,,113,525,65
62317591679,10153863978636680,mainstream,Politico,https://www.facebook.com/politico/posts/10153863978636680,2016-09-27,link,mostly true,,37,404,62
62317591679,10153864003456680,mainstream,Politico,https://www.facebook.com/politico/posts/10153864003456680,2016-09-27,link,mostly true,,94,1401,537
62317591679,10153864028151680,mainstream,Politico,https://www.facebook.com/politico/posts/10153864028151680,2016-09-27,link,mostly true,,18,50,26
62317591679,10153864173561680,mainstream,Politico,https://www.facebook.com/politico/posts/10153864173561680,2016-09-27,link,mostly true,,7,147,9
62317591679,10153864199611680,mainstream,Politico,https://www.facebook.com/politico/posts/10153864199611680,2016-09-27,link,mostly true,,15,95,43
62317591679,10153864243006680,mainstream,Politico,https://www.facebook.com/politico/posts/10153864243006680,2016-09-27,link,mostly true,yes,16,203,37
62317591679,10153864287871680,mainstream,Politico,https://www.facebook.com/politico/posts/10153864287871680,2016-09-27,link,mostly true,,1286,8025,238
62317591679,10153864316716680,mainstream,Politico,https://www.facebook.com/politico/posts/10153864316716680,2016-09-27,link,mostly true,,94,385,32
62317591679,10153864344406680,mainstream,Politico,https://www.facebook.com/politico/posts/10153864344406680,2016-09-27,link,mostly true,,1127,6443,201
62317591679,10153864379636680,mainstream,Politico,https://www.facebook.com/politico/posts/10153864379636680,2016-09-27,link,mostly true,,190,1974,408
114517875225866,1462399387104368,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1462399387104368,2016-09-19,photo,no factual content,,2,26990,590
114517875225866,1462468047097502,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1462468047097502,2016-09-19,video,mostly true,,,7580,364
114517875225866,1462507497093557,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1462507497093557,2016-09-19,link,mostly true,,26726,20354,1471
114517875225866,1462535517090755,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1462535517090755,2016-09-19,link,mostly true,,3899,12225,378
114517875225866,1462679840409656,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1462679840409656,2016-09-19,link,mostly true,,483,5317,101
114517875225866,1462684057075901,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1462684057075901,2016-09-19,video,mostly true,,688,3329,37
114517875225866,1462687457075561,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1462687457075561,2016-09-19,video,mostly true,,,3864,265
114517875225866,1462696813741292,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1462696813741292,2016-09-19,link,mostly true,,4030,24066,331
114517875225866,1462710973739876,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1462710973739876,2016-09-19,link,mostly true,,33767,27185,3129
114517875225866,1462776623733311,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1462776623733311,2016-09-19,video,no factual content,,1801,5927,241
114517875225866,1462778023733171,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1462778023733171,2016-09-19,video,mostly true,,5592,4496,384
114517875225866,1462846610392979,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1462846610392979,2016-09-19,photo,mostly true,,693,3518,181
114517875225866,1462997013711272,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1462997013711272,2016-09-19,link,mostly true,,2855,5604,529
114517875225866,1462822623728711,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1462822623728711,2016-09-20,video,no factual content,,4,16486,644
114517875225866,1462891757055131,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1462891757055131,2016-09-20,photo,mostly false,,3,36556,1002
114517875225866,1463039507040356,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1463039507040356,2016-09-20,link,mixture of true and false,,4338,18160,906
114517875225866,1463351953675778,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1463351953675778,2016-09-20,photo,no factual content,,23015,43279,981
114517875225866,1463581596986147,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1463581596986147,2016-09-20,link,no factual content,,219688,100593,9300
114517875225866,1463586530318987,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1463586530318987,2016-09-20,photo,mostly true,,50881,47190,1404
114517875225866,1463623420315298,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1463623420315298,2016-09-20,photo,no factual content,,15792,34985,639
114517875225866,1463633763647597,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1463633763647597,2016-09-20,photo,no factual content,,87643,70151,2035
114517875225866,1463683516975955,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1463683516975955,2016-09-20,link,mostly true,,1579,7170,326
114517875225866,1463729303638043,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1463729303638043,2016-09-20,link,mostly true,,2502,3784,153
114517875225866,1463764970301143,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1463764970301143,2016-09-20,link,mostly true,,3997,13299,273
114517875225866,1463780856966221,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1463780856966221,2016-09-20,link,no factual content,,14073,32698,633
114517875225866,1463782616966045,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1463782616966045,2016-09-20,video,mostly true,,,2778,366
114517875225866,1463797176964589,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1463797176964589,2016-09-20,video,mostly true,,,10333,479
114517875225866,1463817080295932,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1463817080295932,2016-09-20,link,mostly true,,9494,15965,1639
114517875225866,1463827773628196,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1463827773628196,2016-09-20,video,mostly true,,3725,8007,363
